2025-08-15 09:49:07,508 | INFO | __main__:__init__:85 | AIBot initialized with models: IV Predictor, Price Predictor, Anomaly Detector
2025-08-15 12:45:48,550 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:45:48,959 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:45:48,959 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:45:48,959 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:45:48,961 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:45:48] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:45:58,551 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:45:59,434 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:45:59,434 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:45:59,434 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:45:59,434 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:45:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:46:08,560 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:46:09,115 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:46:09,115 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:46:09,115 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:46:09,115 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:46:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:46:18,547 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:46:18,895 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:46:18,897 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:46:18,897 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:46:18,897 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:46:18] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:46:28,558 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:46:29,232 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:46:29,232 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:46:29,232 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:46:29,248 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:46:29] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:46:38,555 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:46:39,277 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:46:39,277 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:46:39,277 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:46:39,277 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:46:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:46:48,549 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:46:49,110 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:46:49,110 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:46:49,110 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:46:49,110 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:46:49] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:46:58,557 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:46:59,087 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:46:59,087 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:46:59,087 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:46:59,087 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:46:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:47:08,569 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:47:09,355 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:47:09,355 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:47:09,355 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:47:09,355 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:47:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:47:18,553 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:47:19,785 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:47:19,785 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:47:19,785 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:47:19,785 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:47:19] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:47:28,546 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:47:29,893 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:47:29,893 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:47:29,893 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:47:29,893 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:47:29] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:47:38,549 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:47:39,767 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:47:39,767 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:47:39,767 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:47:39,767 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:47:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:47:48,552 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:47:49,739 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:47:49,739 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:47:49,739 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:47:49,739 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:47:49] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:47:58,556 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:47:59,693 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:47:59,693 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:47:59,693 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:47:59,693 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:47:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:48:08,554 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:48:09,693 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:48:09,693 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:48:09,693 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:48:09,693 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:48:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:48:18,550 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:48:19,726 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:48:19,726 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:48:19,726 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:48:19,726 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:48:19] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:48:28,548 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:48:29,460 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:48:29,460 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:48:29,460 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:48:29,460 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:48:29] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:48:38,547 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:48:39,748 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:48:39,748 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:48:39,748 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:48:39,748 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:48:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:48:48,550 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:48:49,705 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:48:49,707 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:48:49,707 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:48:49,707 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:48:49] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:48:58,554 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:48:59,743 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:48:59,743 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:48:59,743 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:48:59,743 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:48:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:49:08,543 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:49:09,792 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:49:09,792 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:49:09,792 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:49:09,792 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:49:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:49:18,558 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:49:19,792 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:49:19,792 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:49:19,792 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:49:19,792 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:49:19] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:49:28,553 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:49:29,605 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:49:29,605 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:49:29,605 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:49:29,605 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:49:29] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:49:38,549 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:49:39,832 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:49:39,832 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:49:39,832 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:49:39,832 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:49:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:49:48,548 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:49:49,718 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:49:49,718 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:49:49,718 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:49:49,718 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:49:49] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:49:58,544 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:49:59,745 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:49:59,745 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:49:59,745 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:49:59,745 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:49:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:50:08,558 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:50:09,698 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:50:09,698 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:50:09,698 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:50:09,698 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:50:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:50:18,543 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:50:19,777 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:50:19,777 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:50:19,777 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:50:19,777 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:50:19] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:50:28,558 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:50:29,699 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:50:29,713 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:50:29,713 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:50:29,713 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:50:29] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:50:38,553 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:50:39,706 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:50:39,706 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:50:39,706 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:50:39,706 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:50:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:50:48,554 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:50:49,757 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:50:49,757 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:50:49,757 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:50:49,757 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:50:49] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:50:58,550 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:50:59,769 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:50:59,785 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:50:59,785 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:50:59,785 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:50:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:51:08,543 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:51:09,674 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:51:09,674 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:51:09,674 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:51:09,674 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:51:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:51:18,548 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:51:19,768 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:51:19,768 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:51:19,768 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:51:19,768 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:51:19] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:51:28,563 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:51:29,617 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:51:29,617 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:51:29,617 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:51:29,617 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:51:29] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:51:38,551 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:51:39,739 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:51:39,739 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:51:39,739 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:51:39,739 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:51:39] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:51:48,556 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:51:49,760 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:51:49,760 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:51:49,760 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:51:49,775 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:51:49] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:51:58,557 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:51:59,633 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:51:59,633 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:51:59,633 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:51:59,633 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:51:59] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:52:08,546 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:52:09,701 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:52:09,701 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:52:09,701 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:52:09,701 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:52:09] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:52:18,551 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:52:19,664 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:52:19,664 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:52:19,664 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
2025-08-15 12:52:19,664 | INFO | werkzeug:_log:97 | 127.0.0.1 - - [15/Aug/2025 12:52:19] "GET /api/status HTTP/1.1" 200 -
2025-08-15 12:52:28,545 | INFO | __main__:analyze_market:143 | Analyzing market conditions...
2025-08-15 12:52:29,701 | WARNING | __main__:analyze_market:161 | Price prediction failed: 'LivePricePredictor' object has no attribute 'predict_next_movement'
2025-08-15 12:52:29,701 | WARNING | __main__:analyze_market:170 | Anomaly detection failed: 'LiveAnomalyDetector' object has no attribute 'find_mispriced_options'
2025-08-15 12:52:29,701 | INFO | __main__:analyze_market:194 | Market analysis complete: IV=0.20%, Price Direction=HOLD, Anomalies Found=0
